item_id,timestamp,target_value
fake_clinic_1,2021-09-23 08:57:08,18.6875
fake_clinic_1,2021-09-23 08:57:22,18.6875
fake_clinic_1,2021-09-23 08:57:37,18.6875
fake_clinic_1,2021-09-23 08:58:14,18.6875
fake_clinic_1,2021-09-23 08:58:22,18.75
fake_clinic_1,2021-09-23 08:58:37,18.75
fake_clinic_1,2021-09-23 08:58:52,18.75
fake_clinic_1,2021-09-23 08:59:07,18.75
fake_clinic_1,2021-09-23 08:59:22,18.75
fake_clinic_1,2021-09-23 08:59:37,18.75
fake_clinic_1,2021-09-23 08:59:52,18.75
fake_clinic_1,2021-09-23 09:00:07,18.75
fake_clinic_1,2021-09-23 09:00:22,18.75
fake_clinic_1,2021-09-23 09:00:37,18.75
fake_clinic_1,2021-09-23 09:00:52,18.75
fake_clinic_1,2021-09-23 09:01:07,18.75
fake_clinic_1,2021-09-23 09:01:22,18.75
fake_clinic_1,2021-09-23 09:01:37,18.75
fake_clinic_1,2021-09-23 09:01:52,18.75
fake_clinic_1,2021-09-23 09:02:07,18.75
fake_clinic_1,2021-09-23 09:02:22,18.75
fake_clinic_1,2021-09-23 09:02:37,18.75
fake_clinic_1,2021-09-23 09:02:52,18.75
fake_clinic_1,2021-09-23 09:03:07,18.75
fake_clinic_1,2021-09-23 09:03:22,18.75
fake_clinic_1,2021-09-23 09:03:37,18.75
fake_clinic_1,2021-09-23 09:03:52,18.75
fake_clinic_1,2021-09-23 09:04:07,18.75
fake_clinic_1,2021-09-23 09:04:22,18.75
fake_clinic_1,2021-09-23 09:04:37,18.75
fake_clinic_1,2021-09-23 09:04:52,18.75
fake_clinic_1,2021-09-23 09:05:07,18.75
fake_clinic_1,2021-09-23 09:05:22,18.75
fake_clinic_1,2021-09-23 09:05:37,18.75
fake_clinic_1,2021-09-23 09:05:52,18.75
fake_clinic_1,2021-09-23 09:06:07,18.75
fake_clinic_1,2021-09-23 09:06:22,18.75
fake_clinic_1,2021-09-23 09:06:37,18.75
fake_clinic_1,2021-09-23 09:06:52,18.75
fake_clinic_1,2021-09-23 09:07:07,18.75
fake_clinic_1,2021-09-23 09:07:22,18.75
fake_clinic_1,2021-09-23 09:07:37,18.75
fake_clinic_1,2021-09-23 09:07:52,18.75
fake_clinic_1,2021-09-23 09:08:07,18.75
fake_clinic_1,2021-09-23 09:08:22,18.8125
fake_clinic_1,2021-09-23 09:08:37,18.75
fake_clinic_1,2021-09-23 09:08:52,18.8125
fake_clinic_1,2021-09-23 09:09:07,18.8125
fake_clinic_1,2021-09-23 09:09:22,18.8125
fake_clinic_1,2021-09-23 09:09:37,18.75
fake_clinic_1,2021-09-23 09:09:52,18.8125
fake_clinic_1,2021-09-23 09:10:07,18.8125
fake_clinic_1,2021-09-23 09:10:22,18.8125
fake_clinic_1,2021-09-23 09:10:37,18.8125
fake_clinic_1,2021-09-23 09:10:52,18.8125
fake_clinic_1,2021-09-23 09:11:07,18.8125
fake_clinic_1,2021-09-23 09:11:22,18.8125
fake_clinic_1,2021-09-23 09:11:37,18.8125
fake_clinic_1,2021-09-23 09:11:52,18.8125
fake_clinic_1,2021-09-23 09:12:07,18.8125
fake_clinic_1,2021-09-23 09:12:22,18.8125
fake_clinic_1,2021-09-23 09:12:37,18.8125
fake_clinic_1,2021-09-23 09:12:52,18.8125
fake_clinic_1,2021-09-23 09:13:08,18.8125
fake_clinic_1,2021-09-23 09:13:22,18.8125
fake_clinic_1,2021-09-23 09:13:37,18.8125
fake_clinic_1,2021-09-23 09:13:52,18.8125
fake_clinic_1,2021-09-23 09:14:07,18.8125
fake_clinic_1,2021-09-23 09:14:22,18.8125
fake_clinic_1,2021-09-23 09:14:37,18.8125
